"Device","Context","Stream","Kernel","Correlation_ID","inst_per_warp","branch_efficiency","warp_execution_efficiency","warp_nonpred_execution_efficiency","inst_replay_overhead","shared_load_transactions_per_request","shared_store_transactions_per_request","local_load_transactions_per_request","local_store_transactions_per_request","gld_transactions_per_request","gst_transactions_per_request","shared_store_transactions","shared_load_transactions","local_load_transactions","local_store_transactions","gld_transactions","gst_transactions","sysmem_read_transactions","sysmem_write_transactions","l2_read_transactions","l2_write_transactions","global_hit_rate","local_hit_rate","gld_requested_throughput","gst_requested_throughput","gld_throughput","gst_throughput","local_memory_overhead","tex_cache_hit_rate","l2_tex_read_hit_rate","l2_tex_write_hit_rate","tex_cache_throughput","l2_tex_read_throughput","l2_tex_write_throughput","l2_read_throughput","l2_write_throughput","sysmem_read_throughput","sysmem_write_throughput","local_load_throughput","local_store_throughput","shared_load_throughput","shared_store_throughput","gld_efficiency","gst_efficiency","tex_cache_transactions","flop_count_dp","flop_count_dp_add","flop_count_dp_fma","flop_count_dp_mul","flop_count_sp","flop_count_sp_add","flop_count_sp_fma","flop_count_sp_mul","flop_count_sp_special","inst_executed","inst_issued","sysmem_utilization","stall_inst_fetch","stall_exec_dependency","stall_memory_dependency","stall_texture","stall_sync","stall_other","stall_constant_memory_dependency","stall_pipe_busy","shared_efficiency","inst_fp_32","inst_fp_64","inst_integer","inst_bit_convert","inst_control","inst_compute_ld_st","inst_misc","inst_inter_thread_communication","issue_slots","cf_issued","cf_executed","ldst_issued","ldst_executed","atomic_transactions","atomic_transactions_per_request","l2_atomic_throughput","l2_atomic_transactions","l2_tex_read_transactions","stall_memory_throttle","stall_not_selected","l2_tex_write_transactions","flop_count_hp","flop_count_hp_add","flop_count_hp_mul","flop_count_hp_fma","inst_fp_16","sysmem_read_utilization","sysmem_write_utilization","pcie_total_data_transmitted","pcie_total_data_received","inst_executed_global_loads","inst_executed_local_loads","inst_executed_shared_loads","inst_executed_surface_loads","inst_executed_global_stores","inst_executed_local_stores","inst_executed_shared_stores","inst_executed_surface_stores","inst_executed_global_atomics","inst_executed_global_reductions","inst_executed_surface_atomics","inst_executed_surface_reductions","inst_executed_shared_atomics","inst_executed_tex_ops","l2_global_load_bytes","l2_local_load_bytes","l2_surface_load_bytes","l2_local_global_store_bytes","l2_global_reduction_bytes","l2_global_atomic_store_bytes","l2_surface_store_bytes","l2_surface_reduction_bytes","l2_surface_atomic_store_bytes","global_load_requests","local_load_requests","surface_load_requests","global_store_requests","local_store_requests","surface_store_requests","global_atomic_requests","global_reduction_requests","surface_atomic_requests","surface_reduction_requests","sysmem_read_bytes","sysmem_write_bytes","l2_tex_hit_rate","texture_load_requests","unique_warps_launched","sm_efficiency","achieved_occupancy","ipc","issued_ipc","issue_slot_utilization","eligible_warps_per_cycle","tex_utilization","l2_utilization","shared_utilization","ldst_fu_utilization","cf_fu_utilization","special_fu_utilization","tex_fu_utilization","single_precision_fu_utilization","double_precision_fu_utilization","flop_hp_efficiency","flop_sp_efficiency","flop_dp_efficiency","dram_read_transactions","dram_write_transactions","dram_read_throughput","dram_write_throughput","dram_utilization","half_precision_fu_utilization","ecc_transactions","ecc_throughput","dram_read_bytes","dram_write_bytes"
,,,,,,%,%,%,,,,,,,,,,,,,,,,,,%,%,GB/s,GB/s,GB/s,GB/s,%,%,%,%,GB/s,GB/s,GB/s,GB/s,GB/s,B/s,MB/s,B/s,B/s,GB/s,GB/s,%,%,,,,,,,,,,,,,,%,%,%,%,%,%,%,%,%,,,,,,,,,,,,,,,,B/s,,,%,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,%,,,,%,,,,,,,,,,,%,%,%,,,GB/s,GB/s,,,,B/s,,
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",43,966.000000,100.000000,100.000000,99.792961,0.000984,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.600342,8.080017,161.600342,8.080017,0.000000,50.000000,96.362500,100.000000,161.600342,161.600342,8.080017,161.630642,8.084120,0.000000,1.616003,0.000000,0.000000,3878.408200,161.600342,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188482,"Low (1)",3.101441,42.905569,6.980320,0.000000,19.609885,23.030781,0.264323,2.866012,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240962,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.019406,1.222263,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.535714,0,6400,91.801953,0.945934,1.597947,1.599519,27.403724,1.828555,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.147800,0.000000,0,0,0.000000,0.000000,"Idle (0)","Idle (0)",0,0.000000,0,0
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",44,966.000000,100.000000,100.000000,99.792961,0.000949,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512112,25613,0.000000,0.000000,161.294572,8.064729,161.294572,8.064729,0.000000,50.000000,100.000000,100.000000,161.294572,161.294572,8.064729,161.329855,8.068824,0.000000,1.612946,0.000000,0.000000,3871.069718,161.294572,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188262,"Low (1)",3.074195,42.797531,6.932465,0.000000,19.658481,22.971908,0.404943,2.915177,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240742,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018564,1.226735,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,512,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.136233,0.941770,1.597516,1.602813,27.460009,1.830598,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,11.970462,0.000000,19169,22192,6.038781,6.991112,"Low (1)","Idle (0)",0,0.000000,613408,710144
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",45,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.448166,8.072408,161.448166,8.072408,0.000000,50.000000,97.682812,100.000000,161.448166,161.448166,8.072408,161.478438,8.076508,0.000000,1.614481,0.000000,0.000000,3874.755983,161.448166,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.989448,42.927845,6.928656,0.000000,19.744420,23.032794,0.294782,2.805976,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.020068,1.256012,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,97.793155,0,6400,91.282604,0.945722,1.602915,1.600220,27.415378,1.839601,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.048576,0.000000,5,144,0.001577,0.045407,"Low (1)","Idle (0)",0,0.000000,160,4608
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",46,966.000000,100.000000,100.000000,99.792961,0.000965,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512488,25613,0.000000,0.000000,161.607188,8.080359,161.607188,8.080359,0.000000,50.000000,100.000000,100.000000,161.607188,161.607188,8.080359,161.761220,8.084463,0.000000,1.616072,0.000000,0.000000,3878.572507,161.607188,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188368,"Low (1)",3.063015,43.020456,6.930541,0.000000,19.537495,22.968750,0.261274,2.948992,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240848,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018753,1.250725,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.423072,0.942964,1.594292,1.595831,27.340321,1.846430,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.184254,0.000000,0,0,0.000000,0.000000,"Idle (0)","Idle (0)",0,0.000000,0,0
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",47,966.000000,100.000000,100.000000,99.792961,0.000958,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.410594,8.070530,161.410594,8.070530,0.000000,50.000000,96.262500,100.000000,161.410594,161.410594,8.070530,161.440858,8.074628,0.000000,1.614105,0.000000,0.000000,3873.854248,161.410594,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188323,"Low (1)",2.954682,43.067200,6.858967,0.000000,19.757553,22.894220,0.258336,2.990435,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240797,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017503,1.201103,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.440476,0,6400,91.714484,0.945532,1.602529,1.577972,27.034223,1.801196,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.028478,0.000000,0,0,0.000000,0.000000,"Idle (0)","Idle (0)",0,0.000000,0,0
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",48,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,560488,25613,0.000000,0.000000,161.453291,8.072665,161.453291,8.072665,0.000000,50.000000,100.000000,100.000000,161.453291,161.453291,8.072665,176.743422,8.076764,0.000000,1.614532,0.000000,0.000000,3874.878980,161.453291,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.987989,43.030720,7.164733,0.000000,19.266117,23.095601,0.300108,2.868457,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017727,1.268548,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.505595,0.945416,1.589540,1.600732,27.424146,1.846507,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,11.953317,0.000000,12881,23038,4.061875,7.264767,"Low (1)","Idle (0)",0,0.000000,412192,737216
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",49,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.672255,8.083613,161.672255,8.083613,0.000000,50.000000,100.000000,20.109375,161.672255,161.672255,8.083613,161.702568,8.087718,0.000000,1.616722,0.000000,0.000000,3880.134111,161.672255,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.980222,43.044352,6.907018,0.000000,19.663545,23.026372,0.261792,2.872401,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017473,1.226825,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.195685,0,6400,91.517641,0.944865,1.602774,1.604180,27.483946,1.827208,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.196633,0.000000,13,128,0.004105,0.040418,"Low (1)","Idle (0)",0,0.000000,416,4096
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",50,966.000000,100.000000,100.000000,99.792961,0.000965,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.590074,8.079504,161.590074,8.079504,0.000000,50.000000,96.391406,100.000000,161.590074,161.590074,8.079504,161.620372,8.083607,0.000000,1.615900,0.000000,0.000000,3878.161767,161.590074,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188448,"Low (1)",2.941159,42.398634,7.881702,0.000000,19.423879,22.783351,0.430156,2.893478,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240842,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018928,1.228713,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,512,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.563244,0,6400,91.765134,0.947261,1.601739,1.597919,27.375875,1.832341,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.148420,0.000000,5,212,0.001578,0.066908,"Low (1)","Idle (0)",0,0.000000,160,6784
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",51,966.000000,100.000000,100.000000,99.792961,0.000946,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512568,25613,0.000000,0.000000,160.981464,8.049073,160.981464,8.049073,0.000000,50.000000,100.000000,100.000000,160.981464,160.981464,8.049073,161.160053,8.053161,0.000000,1.609814,0.000000,0.000000,3863.555140,160.981464,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188246,"Low (1)",2.983917,42.806752,6.969228,0.000000,19.751488,23.198956,0.265393,2.750622,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240726,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.016747,1.256895,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.596685,0.943681,1.599514,1.601026,27.429076,1.837766,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.011308,0.000000,0,163,0.000000,0.051250,"Low (1)","Idle (0)",0,0.000000,0,5216
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",52,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512496,25613,0.000000,0.000000,161.449874,8.072494,161.449874,8.072494,0.000000,50.000000,100.000000,100.000000,161.449874,161.449874,8.072494,161.606279,8.076593,0.000000,1.614498,0.000000,0.000000,3874.796981,161.449874,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188438,"Low (1)",2.983034,43.058352,7.004390,0.000000,19.489299,23.025986,0.264968,2.943492,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240908,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.021405,1.209075,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.565324,0.945357,1.603501,1.604995,27.496885,1.791653,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.138195,0.000000,0,0,0.000000,0.000000,"Idle (0)","Idle (0)",0,0.000000,0,0
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",53,966.000000,100.000000,100.000000,99.792961,0.000968,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.371332,8.068567,161.371332,8.068567,0.000000,50.000000,97.207813,100.000000,161.371332,161.371332,8.068567,161.401589,8.072664,0.000000,1.613713,0.000000,0.000000,3872.911974,161.371332,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188382,"Low (1)",2.984352,42.941757,6.956938,0.000000,19.570976,23.043783,0.263488,2.987149,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240862,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.016674,1.234883,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,97.340774,0,6400,91.377082,0.946546,1.603807,1.605358,27.503568,1.832554,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.108814,0.000000,16,8,0.005043,0.002521,"Low (1)","Idle (0)",0,0.000000,512,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",54,966.000000,100.000000,100.000000,99.792961,0.000966,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.627730,8.081386,161.627730,8.081386,0.000000,50.000000,100.000000,100.000000,161.627730,161.627730,8.081386,161.658035,8.085490,0.000000,1.616277,0.000000,0.000000,3879.065509,161.627730,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188372,"Low (1)",2.939079,42.363701,8.134602,0.000000,19.520962,22.752649,0.260000,2.818838,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240852,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.019102,1.191066,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.586386,0.946206,1.601785,1.603333,27.468843,1.814325,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.189765,0.000000,16,8,0.005051,0.002525,"Low (1)","Idle (0)",0,0.000000,512,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",55,966.000000,100.000000,100.000000,99.792961,0.000980,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,514256,25613,0.000000,0.000000,161.497720,8.074886,161.497720,8.074886,0.000000,50.000000,100.000000,100.000000,161.497720,161.497720,8.074886,162.209319,8.078987,0.000000,1.614977,0.000000,0.000000,3875.945276,161.497720,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.949629,42.504854,7.995182,0.000000,19.504617,22.678955,0.259273,2.849389,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017750,1.240350,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.838362,0.945737,1.600478,1.606389,27.521227,1.846365,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.196604,0.000000,0,0,0.000000,0.000000,"Idle (0)","Idle (0)",0,0.000000,0,0
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",56,966.000000,100.000000,100.000000,99.792961,0.000965,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,161.400350,8.070017,161.400350,8.070017,0.000000,50.000000,100.000000,33.890625,161.400350,161.400350,8.070017,161.551663,8.074116,0.000000,1.614003,0.000000,0.000000,3873.608393,161.400350,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.981222,42.895727,6.893651,0.000000,19.751557,23.080123,0.285699,2.864637,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018242,1.229142,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.851935,0,6400,91.538428,0.943234,1.602005,1.603213,27.466352,1.829289,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.104133,0.000000,0,0,0.000000,0.000000,"Idle (0)","Idle (0)",0,0.000000,0,0
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",57,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.414009,8.070700,161.414009,8.070700,0.000000,50.000000,100.000000,100.000000,161.414009,161.414009,8.070700,161.444274,8.074799,0.000000,1.614140,0.000000,0.000000,3873.936207,161.414009,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",3.094338,42.761236,6.906301,0.000000,19.779880,23.035743,0.283314,2.861885,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.019827,1.257476,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.835107,0.944715,1.579591,1.581062,27.086876,1.840508,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.110203,0.000000,14169,22164,4.466944,6.987461,"Low (1)","Idle (0)",0,0.000000,453408,709248
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",58,966.000000,100.000000,100.000000,99.792961,0.000999,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,161.403764,8.070188,161.403764,8.070188,0.000000,50.000000,100.000000,100.000000,161.403764,161.403764,8.070188,161.555080,8.074286,0.000000,1.614038,0.000000,0.000000,3873.690341,161.403764,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188579,"Low (1)",2.964998,42.442749,7.874104,0.000000,19.301715,22.985419,0.259476,2.860492,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4241059,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018862,1.292185,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.685149,0.944801,1.584379,1.585962,27.171666,1.840848,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.103819,0.000000,18517,22356,5.837331,7.047544,"Low (1)","Idle (0)",0,0.000000,592544,715392
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",59,966.000000,100.000000,100.000000,99.792961,0.000971,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.531913,8.076596,161.531913,8.076596,0.000000,50.000000,100.000000,100.000000,161.531913,161.531913,8.076596,161.562200,8.080697,0.000000,1.615318,0.000000,0.000000,3876.765903,161.531913,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188404,"Low (1)",2.965074,42.990733,6.991035,0.000000,19.720139,22.863660,0.258948,2.931476,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240880,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018982,1.259952,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,90.855129,0.942187,1.598769,1.600321,27.417289,1.822036,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.126595,0.000000,19393,22196,6.118337,7.002661,"Low (1)","Idle (0)",0,0.000000,620576,710272
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",60,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.542173,8.077109,161.542173,8.077109,0.000000,50.000000,96.185156,100.000000,161.542173,161.542173,8.077109,161.572462,8.081210,0.000000,1.615421,0.000000,0.000000,3877.012159,161.542173,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188642,"Low (1)",2.978713,42.963341,7.054174,0.000000,19.507792,23.139630,0.261914,2.840951,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4241105,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018099,1.235386,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.366815,0,6400,91.719260,0.945373,1.596000,1.597487,27.368255,1.835427,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.101945,0.000000,21,88,0.006626,0.027765,"Low (1)","Idle (0)",0,0.000000,672,2816
