"Device","Context","Stream","Kernel","Correlation_ID","inst_per_warp","branch_efficiency","warp_execution_efficiency","warp_nonpred_execution_efficiency","inst_replay_overhead","shared_load_transactions_per_request","shared_store_transactions_per_request","local_load_transactions_per_request","local_store_transactions_per_request","gld_transactions_per_request","gst_transactions_per_request","shared_store_transactions","shared_load_transactions","local_load_transactions","local_store_transactions","gld_transactions","gst_transactions","sysmem_read_transactions","sysmem_write_transactions","l2_read_transactions","l2_write_transactions","global_hit_rate","local_hit_rate","gld_requested_throughput","gst_requested_throughput","gld_throughput","gst_throughput","local_memory_overhead","tex_cache_hit_rate","l2_tex_read_hit_rate","l2_tex_write_hit_rate","tex_cache_throughput","l2_tex_read_throughput","l2_tex_write_throughput","l2_read_throughput","l2_write_throughput","sysmem_read_throughput","sysmem_write_throughput","local_load_throughput","local_store_throughput","shared_load_throughput","shared_store_throughput","gld_efficiency","gst_efficiency","tex_cache_transactions","flop_count_dp","flop_count_dp_add","flop_count_dp_fma","flop_count_dp_mul","flop_count_sp","flop_count_sp_add","flop_count_sp_fma","flop_count_sp_mul","flop_count_sp_special","inst_executed","inst_issued","sysmem_utilization","stall_inst_fetch","stall_exec_dependency","stall_memory_dependency","stall_texture","stall_sync","stall_other","stall_constant_memory_dependency","stall_pipe_busy","shared_efficiency","inst_fp_32","inst_fp_64","inst_integer","inst_bit_convert","inst_control","inst_compute_ld_st","inst_misc","inst_inter_thread_communication","issue_slots","cf_issued","cf_executed","ldst_issued","ldst_executed","atomic_transactions","atomic_transactions_per_request","l2_atomic_throughput","l2_atomic_transactions","l2_tex_read_transactions","stall_memory_throttle","stall_not_selected","l2_tex_write_transactions","flop_count_hp","flop_count_hp_add","flop_count_hp_mul","flop_count_hp_fma","inst_fp_16","sysmem_read_utilization","sysmem_write_utilization","pcie_total_data_transmitted","pcie_total_data_received","inst_executed_global_loads","inst_executed_local_loads","inst_executed_shared_loads","inst_executed_surface_loads","inst_executed_global_stores","inst_executed_local_stores","inst_executed_shared_stores","inst_executed_surface_stores","inst_executed_global_atomics","inst_executed_global_reductions","inst_executed_surface_atomics","inst_executed_surface_reductions","inst_executed_shared_atomics","inst_executed_tex_ops","l2_global_load_bytes","l2_local_load_bytes","l2_surface_load_bytes","l2_local_global_store_bytes","l2_global_reduction_bytes","l2_global_atomic_store_bytes","l2_surface_store_bytes","l2_surface_reduction_bytes","l2_surface_atomic_store_bytes","global_load_requests","local_load_requests","surface_load_requests","global_store_requests","local_store_requests","surface_store_requests","global_atomic_requests","global_reduction_requests","surface_atomic_requests","surface_reduction_requests","sysmem_read_bytes","sysmem_write_bytes","l2_tex_hit_rate","texture_load_requests","unique_warps_launched","sm_efficiency","achieved_occupancy","ipc","issued_ipc","issue_slot_utilization","eligible_warps_per_cycle","tex_utilization","l2_utilization","shared_utilization","ldst_fu_utilization","cf_fu_utilization","special_fu_utilization","tex_fu_utilization","single_precision_fu_utilization","double_precision_fu_utilization","flop_hp_efficiency","flop_sp_efficiency","flop_dp_efficiency","dram_read_transactions","dram_write_transactions","dram_read_throughput","dram_write_throughput","dram_utilization","half_precision_fu_utilization","ecc_transactions","ecc_throughput","dram_read_bytes","dram_write_bytes"
,,,,,,%,%,%,,,,,,,,,,,,,,,,,,%,%,GB/s,GB/s,GB/s,GB/s,%,%,%,%,GB/s,GB/s,GB/s,GB/s,GB/s,B/s,MB/s,B/s,B/s,GB/s,GB/s,%,%,,,,,,,,,,,,,,%,%,%,%,%,%,%,%,%,,,,,,,,,,,,,,,,B/s,,,%,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,%,,,,%,,,,,,,,,,,%,%,%,,,GB/s,GB/s,,,,B/s,,
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",155,966.000000,100.000000,100.000000,99.792961,0.000962,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,163.701592,8.185080,163.701592,8.185080,0.000000,50.000000,100.000000,99.343750,163.701592,163.701592,8.185080,163.732286,8.189236,0.000000,1.637015,0.000000,0.000000,3928.838200,163.701592,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",3.114168,42.974407,6.998340,0.000000,19.494507,23.079737,0.264641,2.828821,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017943,1.227437,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,99.968750,0,6400,91.627022,0.946851,1.597766,1.585240,27.158451,1.802124,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.101301,0.000000,5,128,0.001599,0.040925,"Low (1)","Idle (0)",0,0.000000,160,4096
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",156,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512112,25613,0.000000,0.000000,163.678764,8.183938,163.678764,8.183938,0.000000,50.000000,100.000000,100.000000,163.678764,163.678764,8.183938,163.714568,8.188094,0.000000,1.636787,0.000000,0.000000,3928.290328,163.678764,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.983713,42.773942,6.891543,0.000000,19.619935,23.196426,0.445662,2.829832,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.016405,1.242541,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.841993,0.946165,1.602088,1.603581,27.472658,1.830710,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.137994,0.000000,0,12,0.000000,0.003836,"Low (1)","Idle (0)",0,0.000000,0,384
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",157,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,513624,25613,0.000000,0.000000,163.852768,8.192638,163.852768,8.192638,0.000000,50.000000,100.000000,17.578125,163.852768,163.852768,8.192638,164.372489,8.196799,0.000000,1.638527,0.000000,0.000000,3932.466443,163.852768,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",3.079940,42.895671,6.942098,0.000000,19.608691,23.140293,0.261105,2.878835,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.019623,1.173743,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.075149,0,6400,91.775495,0.946613,1.599688,1.601179,27.431507,1.804427,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.144947,0.000000,0,8,0.000000,0.002560,"Low (1)","Idle (0)",0,0.000000,0,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",158,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,163.821104,8.191055,163.821104,8.191055,0.000000,50.000000,97.500000,100.000000,163.821104,163.821104,8.191055,163.851820,8.195215,0.000000,1.638210,0.000000,0.000000,3931.706489,163.821104,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188909,"Low (1)",3.070427,42.720690,6.972186,0.000000,19.617123,23.323819,0.262988,2.791677,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4241389,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.016535,1.224556,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,97.619048,0,6400,91.890350,0.947127,1.606958,1.602432,27.454510,1.824855,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.028450,0.000000,16,0,0.005119,0.000000,"Low (1)","Idle (0)",0,0.000000,512,0
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",159,966.000000,100.000000,100.000000,99.792961,0.000969,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,163.880925,8.194046,163.880925,8.194046,0.000000,50.000000,99.998437,100.000000,163.880925,163.880925,8.194046,163.911653,8.198207,0.000000,1.638809,0.000000,0.000000,3933.142204,163.880925,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.954058,42.544810,7.931359,0.000000,19.380487,22.858480,0.262630,2.876801,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.016868,1.174507,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,99.998512,0,6400,91.787354,0.949855,1.595299,1.602975,27.462283,1.802912,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.139231,0.000000,61296,8,19.619620,0.002561,"Low (1)","Idle (0)",0,0.000000,1961472,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",160,966.000000,100.000000,100.000000,99.792961,0.000987,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,163.740238,8.187012,163.740238,8.187012,0.000000,50.000000,100.000000,70.234375,163.740238,163.740238,8.187012,163.893745,8.191169,0.000000,1.637402,0.000000,0.000000,3929.765718,163.740238,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.974697,42.882510,6.992692,0.000000,19.479674,23.187630,0.297247,2.927728,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.019097,1.238725,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,98.582589,0,6400,91.615807,0.945186,1.594956,1.606821,27.528165,1.837869,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.112194,0.000000,0,0,0.000000,0.000000,"Idle (0)","Idle (0)",0,0.000000,0,0
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",161,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,513976,25613,0.000000,0.000000,163.805276,8.190264,163.805276,8.190264,0.000000,50.000000,100.000000,33.562500,163.805276,163.805276,8.190264,164.437462,8.194423,0.000000,1.638052,0.000000,0.000000,3931.326622,163.805276,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",3.077037,42.703778,7.053914,0.000000,19.597050,23.191469,0.302521,2.820144,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.019167,1.234920,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.836310,0,6400,92.090769,0.944566,1.578502,1.604236,27.483890,1.833656,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.127701,0.000000,14777,22304,4.727638,7.135767,"Low (1)","Idle (0)",0,0.000000,472864,713728
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",162,966.000000,100.000000,100.000000,99.792961,0.000964,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,163.759568,8.187978,163.759568,8.187978,0.000000,50.000000,97.767969,100.000000,163.759568,163.759568,8.187978,163.790273,8.192136,0.000000,1.637595,0.000000,0.000000,3930.229641,163.759568,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.984884,42.892799,6.932409,0.000000,19.527829,23.110897,0.410228,2.905192,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.016816,1.218946,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,97.874256,0,6400,91.583032,0.940179,1.605268,1.606816,27.528484,1.828666,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,11.956276,0.000000,13785,22236,4.409034,7.112027,"Low (1)","Idle (0)",0,0.000000,441120,711552
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",163,966.000000,100.000000,100.000000,99.792961,0.000990,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,163.619090,8.180954,163.619090,8.180954,0.000000,50.000000,100.000000,100.000000,163.619090,163.619090,8.180954,163.772483,8.185109,0.000000,1.636190,0.000000,0.000000,3926.858152,163.619090,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.938872,42.456471,8.137010,0.000000,19.329128,22.871598,0.257565,2.769393,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.019396,1.220566,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.876082,0.946743,1.602898,1.601457,27.436271,1.829823,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.145149,0.000000,5,188,0.001598,0.060079,"Low (1)","Idle (0)",0,0.000000,160,6016
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",164,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,163.480603,8.174030,163.480603,8.174030,0.000000,50.000000,100.000000,21.000000,163.480603,163.480603,8.174030,163.511256,8.178181,0.000000,1.634806,0.000000,0.000000,3923.534477,163.480603,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.912068,42.251497,8.359956,0.000000,19.203252,22.835923,0.427137,2.785668,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.015510,1.208989,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.238095,0,6400,92.134550,0.939063,1.571115,1.588719,27.218052,1.813191,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.166563,0.000000,14286,23034,4.561492,7.354711,"Low (1)","Idle (0)",0,0.000000,457152,737088
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",165,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,513872,25613,0.000000,0.000000,163.754296,8.187715,163.754296,8.187715,0.000000,50.000000,97.150781,100.000000,163.754296,163.754296,8.187715,164.353023,8.191873,0.000000,1.637543,0.000000,0.000000,3930.103106,163.754296,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.913843,42.087662,8.305950,0.000000,19.340155,22.828988,0.421315,2.870185,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.014953,1.216949,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,97.286458,0,6400,91.601794,0.944480,1.600244,1.593393,27.298130,1.822784,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.147814,0.000000,0,8,0.000000,0.002559,"Low (1)","Idle (0)",0,0.000000,0,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",166,966.000000,100.000000,100.000000,99.792961,0.000961,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,163.768356,8.188418,163.768356,8.188418,0.000000,50.000000,99.999219,100.000000,163.768356,163.768356,8.188418,163.921889,8.192576,0.000000,1.637683,0.000000,0.000000,3930.440551,163.768356,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188349,"Low (1)",2.989286,42.649228,7.003479,0.000000,19.826177,23.119354,0.429205,2.773052,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240828,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017374,1.192846,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,99.999256,0,6400,91.493951,0.945056,1.602468,1.604989,27.497170,1.806415,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.066152,0.000000,5,180,0.001599,0.057575,"Low (1)","Idle (0)",0,0.000000,160,5760
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",167,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,163.986599,8.199330,163.986599,8.199330,0.000000,50.000000,100.000000,100.000000,163.986599,163.986599,8.199330,164.017347,8.203494,0.000000,1.639866,0.000000,0.000000,3935.678379,163.986599,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188355,"Low (1)",3.046966,42.388930,8.182357,0.000000,19.272765,22.787708,0.256227,2.804869,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240835,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.019678,1.240500,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.420823,0.944036,1.605216,1.597567,27.369878,1.838604,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.153495,0.000000,0,8,0.000000,0.002562,"Low (1)","Idle (0)",0,0.000000,0,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",168,966.000000,100.000000,100.000000,99.792961,0.000956,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512496,25613,0.000000,0.000000,163.541929,8.177096,163.541929,8.177096,0.000000,50.000000,100.000000,100.000000,163.541929,163.541929,8.177096,163.700360,8.181249,0.000000,1.635419,0.000000,0.000000,3925.006297,163.541929,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.974320,43.005900,6.945182,0.000000,19.661677,22.780221,0.390887,2.979891,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017880,1.244042,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.524489,0.946040,1.579080,1.579614,27.062060,1.814174,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.180485,0.000000,8,0,0.002555,0.000000,"Low (1)","Idle (0)",0,0.000000,256,0
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",169,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512496,25613,0.000000,0.000000,163.326616,8.166331,163.326616,8.166331,0.000000,50.000000,100.000000,22.781250,163.326616,163.326616,8.166331,163.484838,8.170478,0.000000,1.633265,0.000000,0.000000,3919.838774,163.326616,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.990115,43.102781,6.890721,0.000000,19.737161,22.773443,0.262805,2.954101,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017790,1.271083,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.322917,0,6400,91.472975,0.946260,1.594998,1.579333,27.057253,1.812931,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.106137,0.000000,16,12,0.005104,0.003828,"Low (1)","Idle (0)",0,0.000000,512,384
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",170,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,163.675252,8.183763,163.675252,8.183763,0.000000,50.000000,100.000000,21.281250,163.675252,163.675252,8.183763,163.705941,8.187918,0.000000,1.636752,0.000000,0.000000,3928.206053,163.675252,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.974573,42.773941,7.006096,0.000000,19.759930,23.221833,0.260798,2.739964,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018192,1.244673,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.251488,0,6400,91.643442,0.945120,1.594835,1.599462,27.402104,1.833873,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.140973,0.000000,0,8,0.000000,0.002557,"Low (1)","Idle (0)",0,0.000000,0,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",171,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,163.664719,8.183236,163.664719,8.183236,0.000000,50.000000,100.000000,100.000000,163.664719,163.664719,8.183236,163.695406,8.187391,0.000000,1.636646,0.000000,0.000000,3927.953251,163.664719,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.996284,42.943752,6.998551,0.000000,19.732027,22.957277,0.263509,2.844515,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017630,1.246456,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,512,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.748824,0.945981,1.581973,1.583447,27.127721,1.840726,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.167488,0.000000,19333,22188,6.179941,7.092564,"Low (1)","Idle (0)",0,0.000000,618656,710016
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",172,966.000000,100.000000,100.000000,99.792961,0.000953,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512112,25613,0.000000,0.000000,163.608563,8.180428,163.608563,8.180428,0.000000,50.000000,97.178906,100.000000,163.608563,163.608563,8.180428,163.644353,8.184582,0.000000,1.636086,0.000000,0.000000,3926.605523,163.608563,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188212,"Low (1)",3.063369,42.998415,6.885979,0.000000,19.650502,22.975095,0.256097,2.961514,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240692,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.016829,1.192201,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,97.313244,0,6400,91.664898,0.942689,1.602993,1.604520,27.489009,1.790643,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.048746,0.000000,0,8,0.000000,0.002556,"Low (1)","Idle (0)",0,0.000000,0,256
